id,title,context,question,answers
56cfe133234ae51400d9bfe1,New_York_City,"The city's total area is 468.9 square miles (1,214 km2). 164.1 sq mi (425 km2) of this is water and 304.8 sq mi (789 km2) is land. The highest point in the city is Todt Hill on Staten Island, which, at 409.8 feet (124.9 m) above sea level, is the highest point on the Eastern Seaboard south of Maine. The summit of the ridge is mostly covered in woodlands as part of the Staten Island Greenbelt.",How many square miles are land in NYC?,"{'text': array(['304.8'], dtype=object), 'answer_start': array([100], dtype=int32)}"
56cf66734df3c31400b0d714,Frédéric_Chopin,"In 1827, soon after the death of Chopin's youngest sister Emilia, the family moved from the Warsaw University building, adjacent to the Kazimierz Palace, to lodgings just across the street from the university, in the south annex of the Krasiński Palace on Krakowskie Przedmieście,[n 5] where Chopin lived until he left Warsaw in 1830.[n 6] Here his parents continued running their boarding house for male students; the Chopin Family Parlour (Salonik Chopinów) became a museum in the 20th century. In 1829 the artist Ambroży Mieroszewski executed a set of portraits of Chopin family members, including the first known portrait of the composer.[n 7]",What year did Chopin leave Warsaw?,"{'text': array(['1830'], dtype=object), 'answer_start': array([329], dtype=int32)}"
56ce3406aab44d1400b8856e,Sino-Tibetan_relations_during_the_Ming_dynasty,"During the reign of the Jiajing Emperor (r. 1521–1567), the native Chinese ideology of Daoism was fully sponsored at the Ming court, while Tibetan Vajrayana and even Chinese Buddhism were ignored or suppressed. Even the History of Ming states that the Tibetan lamas discontinued their trips to Ming China and its court at this point. Grand Secretary Yang Tinghe under Jiajing was determined to break the eunuch influence at court which typified the Zhengde era, an example being the costly escort of the eunuch Liu Yun as described above in his failed mission to Tibet. The court eunuchs were in favor of expanding and building new commercial ties with foreign countries such as Portugal, which Zhengde deemed permissible since he had an affinity for foreign and exotic people.",Who stopped their trips to Ming China?,"{'text': array(['the Tibetan lamas'], dtype=object), 'answer_start': array([248], dtype=int32)}"
56cbda8d6d243a140015ed91,Frédéric_Chopin,"Fryderyk Chopin was born in Żelazowa Wola, 46 kilometres (29 miles) west of Warsaw, in what was then the Duchy of Warsaw, a Polish state established by Napoleon. The parish baptismal record gives his birthday as 22 February 1810, and cites his given names in the Latin form Fridericus Franciscus (in Polish, he was Fryderyk Franciszek). However, the composer and his family used the birthdate 1 March,[n 2] which is now generally accepted as the correct date.",What was the latin form of Frédéric's full name?,"{'text': array(['Fridericus Franciscus'], dtype=object), 'answer_start': array([274], dtype=int32)}"
56bfa3cca10cfb14005511f0,Beyoncé,"Beyoncé embarked on The Mrs. Carter Show World Tour on April 15 in Belgrade, Serbia; the tour included 132 dates that ran through to March 2014. It became the most successful tour of her career and one of the most-successful tours of all time. In May, Beyoncé's cover of Amy Winehouse's ""Back to Black"" with André 3000 on The Great Gatsby soundtrack was released. She was also honorary chair of the 2013 Met Gala. Beyoncé voiced Queen Tara in the 3D CGI animated film, Epic, released by 20th Century Fox on May 24, and recorded an original song for the film, ""Rise Up"", co-written with Sia.",What part did she voice for the movie Epic?,"{'text': array(['Queen Tara'], dtype=object), 'answer_start': array([429], dtype=int32)}"
56cee069aab44d1400b88bbc,2008_Sichuan_earthquake,"However, Reuters reported in June that, to date, Chinese prosecutors have joined an official inquiry into ten collapsed schools during May's devastating earthquake to gain first-hand material of construction quality at the collapsed schools, launch preliminary inquiries and prepare for possible investigations into professional crime. It was also reported that safety checks were to be carried out at schools across China after last month's earthquake.",Why were the schools inspected?,"{'text': array(['to gain first-hand material of construction quality'],
      dtype=object), 'answer_start': array([164], dtype=int32)}"
56cee5a1aab44d1400b88c26,New_York_City,"The Great Irish Famine brought a large influx of Irish immigrants. Over 200,000 were living in New York by 1860, upwards of a quarter of the city's population. There was also extensive immigration from the German provinces, where revolutions had disrupted societies, and Germans comprised another 25% of New York's population by 1860.","In 1860, what percentage of the city population was composed of German immigrants?","{'text': array(['25%'], dtype=object), 'answer_start': array([297], dtype=int32)}"
56be96653aeaaa14008c9118,Beyoncé,"Beyoncé further expanded her acting career, starring as blues singer Etta James in the 2008 musical biopic, Cadillac Records. Her performance in the film received praise from critics, and she garnered several nominations for her portrayal of James, including a Satellite Award nomination for Best Supporting Actress, and a NAACP Image Award nomination for Outstanding Supporting Actress. Beyoncé donated her entire salary from the film to Phoenix House, an organization of rehabilitation centers for heroin addicts around the country. On January 20, 2009, Beyoncé performed James' ""At Last"" at the First Couple's first inaugural ball. Beyoncé starred opposite Ali Larter and Idris Elba in the thriller, Obsessed. She played Sharon Charles, a mother and wife who learns of a woman's obsessive behavior over her husband. Although the film received negative reviews from critics, the movie did well at the US box office, grossing $68 million—$60 million more than Cadillac Records—on a budget of $20 million. The fight scene finale between Sharon and the character played by Ali Larter also won the 2010 MTV Movie Award for Best Fight.",Which song did Beyonce sing at the first couple's inaugural ball? ,"{'text': array(['At Last'], dtype=object), 'answer_start': array([582], dtype=int32)}"
5733bf84d058e614000b61c1,University_of_Notre_Dame,"As at most other universities, Notre Dame's students run a number of news media outlets. The nine student-run outlets include three newspapers, both a radio and television station, and several magazines and journals. Begun as a one-page journal in September 1876, the Scholastic magazine is issued twice monthly and claims to be the oldest continuous collegiate publication in the United States. The other magazine, The Juggler, is released twice a year and focuses on student literature and artwork. The Dome yearbook is published annually. The newspapers have varying publication interests, with The Observer published daily and mainly reporting university and other news, and staffed by students from both Notre Dame and Saint Mary's College. Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University. In 1987, when some students believed that The Observer began to show a conservative bias, a liberal newspaper, Common Sense was published. Likewise, in 2003, when other students believed that the paper showed a liberal bias, the conservative paper Irish Rover went into production. Neither paper is published as often as The Observer; however, all three are distributed to all students. Finally, in Spring 2008 an undergraduate journal for political science research, Beyond Politics, made its debut.",In what year did the student paper Common Sense begin publication at Notre Dame?,"{'text': array(['1987'], dtype=object), 'answer_start': array([908], dtype=int32)}"
56cee30faab44d1400b88bf2,New_York_City,"The only attempt at a peaceful solution to the war took place at the Conference House on Staten Island between American delegates, including Benjamin Franklin, and British general Lord Howe on September 11, 1776. Shortly after the British occupation began, the Great Fire of New York occurred, a large conflagration on the West Side of Lower Manhattan, which destroyed about a quarter of the buildings in the city, including Trinity Church.",Who was the British representative at the Conference House meeting?,"{'text': array(['Lord Howe'], dtype=object), 'answer_start': array([180], dtype=int32)}"
56cd7a3f62d2951400fa6603,IPod,"iPods have won several awards ranging from engineering excellence,[not in citation given] to most innovative audio product, to fourth best computer product of 2006. iPods often receive favorable reviews; scoring on looks, clean design, and ease of use. PC World says that iPod line has ""altered the landscape for portable audio players"". Several industries are modifying their products to work better with both the iPod line and the AAC audio format. Examples include CD copy-protection schemes, and mobile phones, such as phones from Sony Ericsson and Nokia, which play AAC files rather than WMA.",What file format is not supported by Sony Ericsson and Nokia?,"{'text': array(['WMA'], dtype=object), 'answer_start': array([593], dtype=int32)}"
56bf74d53aeaaa14008c9659,Beyoncé,"Beyoncé Giselle Knowles was born in Houston, Texas, to Celestine Ann ""Tina"" Knowles (née Beyincé), a hairdresser and salon owner, and Mathew Knowles, a Xerox sales manager. Beyoncé's name is a tribute to her mother's maiden name. Beyoncé's younger sister Solange is also a singer and a former member of Destiny's Child. Mathew is African-American, while Tina is of Louisiana Creole descent (with African, Native American, French, Cajun, and distant Irish and Spanish ancestry). Through her mother, Beyoncé is a descendant of Acadian leader Joseph Broussard. She was raised in a Methodist household.",Beyonce's father worked as a sales manager for what company?,"{'text': array(['Xerox'], dtype=object), 'answer_start': array([152], dtype=int32)}"
56cfec4b234ae51400d9c0ce,Frédéric_Chopin,"Chopin's tombstone, featuring the muse of music, Euterpe, weeping over a broken lyre, was designed and sculpted by Clésinger. The expenses of the funeral and monument, amounting to 5,000 francs, were covered by Jane Stirling, who also paid for the return of the composer's sister Ludwika to Warsaw. Ludwika took Chopin's heart in an urn, preserved in alcohol, back to Poland in 1850.[n 9] She also took a collection of two hundred letters from Sand to Chopin; after 1851 these were returned to Sand, who seems to have destroyed them.",What is the name of the muse carved on Chopin's tombstone?,"{'text': array(['Euterpe'], dtype=object), 'answer_start': array([49], dtype=int32)}"
56d074ff234ae51400d9c2ee,Solar_energy,"Commercial CSP plants were first developed in the 1980s. Since 1985 the eventually 354 MW SEGS CSP installation, in the Mojave Desert of California, is the largest solar power plant in the world. Other large CSP plants include the 150 MW Solnova Solar Power Station and the 100 MW Andasol solar power station, both in Spain. The 250 MW Agua Caliente Solar Project, in the United States, and the 221 MW Charanka Solar Park in India, are the world’s largest photovoltaic plants. Solar projects exceeding 1 GW are being developed, but most of the deployed photovoltaics are in small rooftop arrays of less than 5 kW, which are grid connected using net metering and/or a feed-in tariff. In 2013 solar generated less than 1% of the worlds total grid electricity.",What is the largest solar power plant in the world?,"{'text': array(['354 MW SEGS CSP'], dtype=object), 'answer_start': array([83], dtype=int32)}"
56cdda0062d2951400fa68fb,Spectre_(2015_film),"Further references to Fleming's material can be found throughout the film; an MI6 safehouse is called ""Hildebrand Rarities and Antiques"", a reference to the short story ""The Hildebrand Rarity"" from the For Your Eyes Only short story collection.[citation needed] Bond's torture by Blofeld mirrors his torture by the title character of Kingsley Amis' continuation novel Colonel Sun.[citation needed]",Who wrote the book Colonel Sun?,"{'text': array(['Kingsley Amis'], dtype=object), 'answer_start': array([334], dtype=int32)}"
56cd6e9062d2951400fa65ad,Sino-Tibetan_relations_during_the_Ming_dynasty,"Wylie asserts that this type of censorship of the History of Ming distorts the true picture of the history of Sino-Tibetan relations, while the Ming court granted titles to various lamas regardless of their sectarian affiliations in an ongoing civil war in Tibet between competing Buddhist factions. Wylie argues that Ming titles of ""King"" granted indiscriminately to various Tibetan lamas or even their disciples should not be viewed as reappointments to earlier Yuan dynasty offices, since the viceregal Sakya regime established by the Mongols in Tibet was overthrown by the Phagmodru myriarchy before the Ming existed.",Who was the viceregal Sakya regime overthrown by?,"{'text': array(['the Phagmodru myriarchy'], dtype=object), 'answer_start': array([573], dtype=int32)}"
56bf940da10cfb140055118b,Beyoncé,"Beyoncé's second solo album B'Day was released on September 5, 2006, in the US, to coincide with her twenty-fifth birthday. It sold 541,000 copies in its first week and debuted atop the Billboard 200, becoming Beyoncé's second consecutive number-one album in the United States. The album's lead single ""Déjà Vu"", featuring Jay Z, reached the top five on the Billboard Hot 100 chart. The second international single ""Irreplaceable"" was a commercial success worldwide, reaching number one in Australia, Hungary, Ireland, New Zealand and the United States. B'Day also produced three other singles; ""Ring the Alarm"", ""Get Me Bodied"", and ""Green Light"" (released in the United Kingdom only).",How high did ''Deja Vu'' climb on the Billboard chart?,"{'text': array(['top five'], dtype=object), 'answer_start': array([342], dtype=int32)}"
56d3a2cd59d6e4140014684a,Frédéric_Chopin,"Chopin's music is frequently played with rubato, ""the practice in performance of disregarding strict time, 'robbing' some note-values for expressive effect"". There are differing opinions as to how much, and what type, of rubato is appropriate for his works. Charles Rosen comments that ""most of the written-out indications of rubato in Chopin are to be found in his mazurkas ... It is probable that Chopin used the older form of rubato so important to Mozart ... [where] the melody note in the right hand is delayed until after the note in the bass ... An allied form of this rubato is the arpeggiation of the chords thereby delaying the melody note; according to Chopin's pupil, Karol Mikuli, Chopin was firmly opposed to this practice.""",What type of Chopin's music had the most disregard for strict timing according to Charles Rosen?,"{'text': array(['mazurkas'], dtype=object), 'answer_start': array([366], dtype=int32)}"
56cf33afaab44d1400b88e27,Spectre_(2015_film),"Bond disobeys M's order and travels to Rome to attend Sciarra's funeral. That evening he visits Sciarra's widow Lucia, who tells him about Spectre, a criminal organisation to which her husband belonged. Bond infiltrates a Spectre meeting, where he identifies the leader, Franz Oberhauser. When Oberhauser addresses Bond by name, he escapes and is pursued by Mr. Hinx, a Spectre assassin. Moneypenny informs Bond that the information he collected leads to Mr. White, former member of Quantum, a subsidiary of Spectre. Bond asks her to investigate Oberhauser, who was presumed dead years earlier.",Who is the leader of Spectre?,"{'text': array(['Franz Oberhauser'], dtype=object), 'answer_start': array([271], dtype=int32)}"
56cc911e6d243a140015f02b,IPod,"Universal Music Group decided not to renew their contract with the iTunes Store on July 3, 2007. Universal will now supply iTunes in an 'at will' capacity.",What entity did Universal have a contract with prior to July of 2007?,"{'text': array(['iTunes Store'], dtype=object), 'answer_start': array([67], dtype=int32)}"
56d4d2232ccc5a1400d83262,Beyoncé,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security. Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com. The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy. Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C."" on it. At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.",When did Beyoncé give birth to her daughter?,"{'text': array(['January 7, 2012'], dtype=object), 'answer_start': array([3], dtype=int32)}"
56cc62ce6d243a140015ef84,IPod,"In mid-2015, several new color schemes for all of the current iPod models were spotted in the latest version of iTunes, 12.2. Belgian website Belgium iPhone originally found the images when plugging in an iPod for the first time, and subsequent leaked photos were found by Pierre Dandumont.",What version of iTunes contained the leaked photos of new iPod colors?,"{'text': array(['12.2'], dtype=object), 'answer_start': array([120], dtype=int32)}"
56cfe77b234ae51400d9c053,New_York_City,"New York City has over 28,000 acres (110 km2) of municipal parkland and 14 miles (23 km) of public beaches. Parks in New York City include Central Park, Prospect Park, Flushing Meadows–Corona Park, Forest Park, and Washington Square Park. The largest municipal park in the city is Pelham Bay Park with 2,700 acres (1,093 ha).",New York City has how many acres of land dedicated to parks?,"{'text': array(['over 28,000'], dtype=object), 'answer_start': array([18], dtype=int32)}"
56cfea9a234ae51400d9c0ae,Solar_energy,"As of 2007, the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt (GWth). China is the world leader in their deployment with 70 GWth installed as of 2006 and a long-term goal of 210 GWth by 2020. Israel and Cyprus are the per capita leaders in the use of solar hot water systems with over 90% of homes using them. In the United States, Canada and Australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 GWth as of 2005.",In what countries is the use to solar hot water used mainly for w=swimming pools?,"{'text': array(['United States, Canada and Australia'], dtype=object), 'answer_start': array([361], dtype=int32)}"
56d4d9a92ccc5a1400d832a6,Beyoncé,"Beyoncé's music is generally R&B, but she also incorporates pop, soul and funk into her songs. 4 demonstrated Beyoncé's exploration of 90s-style R&B, as well as further use of soul and hip hop than compared to previous releases. While she almost exclusively releases English songs, Beyoncé recorded several Spanish songs for Irreemplazable (re-recordings of songs from B'Day for a Spanish-language audience), and the re-release of B'Day. To record these, Beyoncé was coached phonetically by American record producer Rudy Perez.",What style of music does Beyoncé usually perform?,"{'text': array(['R&B'], dtype=object), 'answer_start': array([29], dtype=int32)}"
5733c6224776f419006611f4,Genocide,"In paragraph 13 the judges raise the issue of the perpetrators' access to the victims: ""The historical examples of genocide also suggest that the area of the perpetrators’ activity and control, as well as the possible extent of their reach, should be considered. ... The intent to destroy formed by a perpetrator of genocide will always be limited by the opportunity presented to him. While this factor alone will not indicate whether the targeted group is substantial, it can—in combination with other factors—inform the analysis.""",The issue of what is raised by judges in Paragraph 13? ,"{'text': array([""perpetrators' access to the victims""], dtype=object), 'answer_start': array([50], dtype=int32)}"
56cc88a56d243a140015f007,IPod,"The iTunes Store (introduced April 29, 2003) is an online media store run by Apple and accessed through iTunes. The store became the market leader soon after its launch and Apple announced the sale of videos through the store on October 12, 2005. Full-length movies became available on September 12, 2006.",What program is required to access the iTunes Store?,"{'text': array(['iTunes'], dtype=object), 'answer_start': array([4], dtype=int32)}"
56bec29b3aeaaa14008c9382,Beyoncé,"In 2006, Beyoncé introduced her all-female tour band Suga Mama (also the name of a song in B'Day) which includes bassists, drummers, guitarists, horn players, keyboardists and percussionists. Her background singers, The Mamas, consist of Montina Cooper-Donnell, Crystal Collins and Tiffany Moniqué Riddick. They made their debut appearance at the 2006 BET Awards and re-appeared in the music videos for ""Irreplaceable"" and ""Green Light"". The band have supported Beyoncé in most subsequent live performances, including her 2007 concert tour The Beyoncé Experience, 2009–2010 I Am... World Tour and 2013–2014 The Mrs. Carter Show World Tour.",The Mamas first appearance was when?,"{'text': array(['2006'], dtype=object), 'answer_start': array([3], dtype=int32)}"
56cebae8aab44d1400b8893d,2008_Sichuan_earthquake,"In terms of school casualties, thousands of school children died due to shoddy construction. In Mianyang City, seven schools collapsed, burying at least 1,700 people. At least 7,000 school buildings throughout the province collapsed. Another 700 students were buried in a school in Hanwang. At least 600 students and staff died at Juyuan Elementary School. Up to 1,300 children and teachers died at Beichuan Middle School.",How many school children died due to shoddy construction?,"{'text': array(['thousands'], dtype=object), 'answer_start': array([31], dtype=int32)}"
5733c3184776f419006611c4,University_of_Notre_Dame,"On July 1, 2014, the University of Notre Dame and Under Armour reached an agreement in which Under Armour will provide uniforms, apparel,equipment, and monetary compensation to Notre Dame for 10 years. This contract, worth almost $100 million, is the most lucrative in the history of the NCAA. The university marching band plays at home games for most of the sports. The band, which began in 1846 and has a claim as the oldest university band in continuous existence in the United States, was honored by the National Music Council as a ""Landmark of American Music"" during the United States Bicentennial. The band regularly plays the school's fight song the Notre Dame Victory March, which was named as the most played and most famous fight song by Northern Illinois Professor William Studwell. According to College Fight Songs: An Annotated Anthology published in 1998, the ""Notre Dame Victory March"" ranks as the greatest fight song of all time.",When did the Notre Dame marching band form?,"{'text': array(['1846'], dtype=object), 'answer_start': array([392], dtype=int32)}"
56ce31f5aab44d1400b8854b,To_Kill_a_Mockingbird,"As a Southern Gothic novel and a Bildungsroman, the primary themes of To Kill a Mockingbird involve racial injustice and the destruction of innocence. Scholars have noted that Lee also addresses issues of class, courage, compassion, and gender roles in the American Deep South. The book is widely taught in schools in the United States with lessons that emphasize tolerance and decry prejudice. Despite its themes, To Kill a Mockingbird has been subject to campaigns for removal from public classrooms, often challenged for its use of racial epithets.",What genre of book is To Kill a Mockingbird?,"{'text': array(['Southern Gothic novel'], dtype=object), 'answer_start': array([5], dtype=int32)}"
56d12ceb17492d1400aabb5f,The_Legend_of_Zelda:_Twilight_Princess,"In 2003, Nintendo announced that a new The Legend of Zelda game was in the works for the GameCube by the same team that had created the cel-shaded The Wind Waker. At the following year's Game Developers Conference, director Eiji Aonuma unintentionally revealed that the game's sequel was in development under the working title The Wind Waker 2; it was set to use a similar graphical style to that of its predecessor. Nintendo of America told Aonuma that North American sales of The Wind Waker were sluggish because its cartoon appearance created the impression that the game was designed for a young audience. Concerned that the sequel would have the same problem, Aonuma expressed to producer Shigeru Miyamoto that he wanted to create a realistic Zelda game that would appeal to the North American market. Miyamoto, hesitant about solely changing the game's presentation, suggested the team's focus should instead be on coming up with gameplay innovations. He advised that Aonuma should start by doing what could not be done in Ocarina of Time, particularly horseback combat.[l]",What was the specific area of gameplay that had not been done in Ocarina of Time?,"{'text': array(['horseback combat'], dtype=object), 'answer_start': array([1059], dtype=int32)}"
56cf582eaab44d1400b8909d,Frédéric_Chopin,"All of Chopin's compositions include the piano. Most are for solo piano, though he also wrote two piano concertos, a few chamber pieces, and some songs to Polish lyrics. His keyboard style is highly individual and often technically demanding; his own performances were noted for their nuance and sensitivity. Chopin invented the concept of instrumental ballade. His major piano works also include mazurkas, waltzes, nocturnes, polonaises, études, impromptus, scherzos, preludes and sonatas, some published only after his death. Influences on his compositional style include Polish folk music, the classical tradition of J. S. Bach, Mozart and Schubert, the music of all of whom he admired, as well as the Paris salons where he was a frequent guest. His innovations in style, musical form, and harmony, and his association of music with nationalism, were influential throughout and after the late Romantic period.",Chopin's performances were known for what?,"{'text': array(['nuance and sensitivity'], dtype=object), 'answer_start': array([285], dtype=int32)}"
56d1170417492d1400aab8fd,New_York_City,"The Staten Island Railway rapid transit system solely serves Staten Island, operating 24 hours a day. The Port Authority Trans-Hudson (PATH train) links Midtown and Lower Manhattan to northeastern New Jersey, primarily Hoboken, Jersey City, and Newark. Like the New York City Subway, the PATH operates 24 hours a day; meaning three of the six rapid transit systems in the world which operate on 24-hour schedules are wholly or partly in New York (the others are a portion of the Chicago 'L', the PATCO Speedline serving Philadelphia, and the Copenhagen Metro).",What 24-hour rapid transit system is in Philadelphia?,"{'text': array(['PATCO Speedline'], dtype=object), 'answer_start': array([496], dtype=int32)}"
